too分裂,5.0,知道《长津湖》有下部《水门桥》后，老爸早就惦记着了。对老一辈人来说是纪念，对年轻一代来说是学习，志愿军战士这段历史这种精神是我们中国人世世代代都应铭记的。易烊千玺把伍万里经过战争而不得不从江边野孩子迅速蜕变为能独当一面的七连战士这种痛苦的成长演得特别好，从上部最初的野性，到这部背负生死的沉重。,02-01,5.0,0.0
梁威是条狗,5.0,当血肉长城阻退了战争机器，真是一部让人难过的爽片。和《长津湖》不同，本片主要是徐克导演，陈凯歌和林超贤成了监制，感觉拍得更好看了。看过长津湖战役的纪录片，其实真实的炸桥，炸了更多次，最后连桥墩都炸了，比影片还要残酷，最后还是输给了美国人在日本连夜定制“钢桥”。最后一个真正“浴火重生”的戏剧性结局，一个生命的消逝，换来了一个英雄精神的延续和民族的“未来”，不禁让人感慨绝了，还是得徐老怪啊。,02-16,5.0,0.0
武侠小王子,5.0, 一部让人热血沸腾的电影，国产战争电影的标杆。经历了前作《长津湖》的洗礼之后，《水门桥》在战争场面上更为流畅和集中，而叙事和动作的无缝衔接，让电影达到了思想性和商业性的统一。关键是，能从这部电影中找到故事的情感脉络，最惊喜的是在战争宏大场面下竟然能做到个体人物塑造和情怀那么饱满，无论是“千万里”兄弟无声的捏脸杀，还是梅生叼着女儿照片时候坚毅的神态，隔着屏幕感同身受，真的很棒！,02-01,5.0,0.0
小影加油,5.0,春节档场面最大的电影，没有之一。很喜欢的一个点是，战役从来不仅仅是的英雄主义无畏牺牲，更多的是科技军备和战略谋划，自甘做炮灰的一腔孤勇，在铸就胜利者的勋章中远远不够。而电影里就有很多军事谋略的体现，排兵布阵，临场应变，上到带队的将领，下到一线士兵，带着智慧和热血前赴后继。制空权轰杀最为令人绝望，刀俎鱼肉，科技绝对是第一生产力。群像的描画各有侧重，人物特征鲜明，离场的方式各有不同，惨烈恐怖如斯。保命光环在真实战争中从来不存在，之前看到运送志愿军战士遗骸回家的新闻就已泪目，再想想有多少灰飞烟灭的……影片高潮不断，战斗不断，马不停蹄，几乎无修整就接连奔赴下一个战场，慢镜头和长镜头穿插得当，是电影很好的注释和表达。,02-15,5.0,0.0
小傻瓜De萍萍,5.0,展现志愿军英勇无畏的战斗精神，以快节奏推进着“进攻下碣隅里”“抢占美军机场”两场战斗，与战士们一同置身于巨大危机下，从而制造了悬念与紧张感，也是长津湖战役中最艰苦、也最惋惜的战斗，现英雄角色壮烈牺牲的崇高感，为志愿军战士精神。,06-21,5.0,0.0
不若不见,5.0,第一次看上部的时候因为音响和不间断的轰炸高潮难受到半途出来，第二部猜到应该都死完了就不敢去看，终于时隔这么久在电影频道看了一遍，放完就是国歌好评。看到中间还是全身发抖无法控制，鼓足一点点勇气，去看英雄们赴死。为什么要用慢动作？因为战场上生命消逝转瞬即逝，为什么要着重拍一个个如何痛苦死去，因为他们已经被遗忘，为什么事倍功半还要去牺牲，因为背后是我们的祖国和家人??依旧很难受，但是当年的英雄们该更痛苦才有了现在的我们，向死而行，明知和美军实力悬殊也要以身相拼，每一个默默无闻的名字都值得被铭记。拍摄或许各有长短，但是这份精神传达到位了，民族精神凝聚，我觉得是部好电影。下部没有那么渲染，上部过于展示如何牺牲，太难受了，我们要记住的不是怎么死而是不畏死的保家卫国的崇高与伟大。实到1人??幸好钢七连还在,05-17,5.0,0.0
电影隐士,5.0,吹爆大桥水门桥观后感：80分/100分文戏多 剧情简单直白 但渐入佳境（参考复联4）比红海行动血腥很多历史事件浪漫化处理，太赞了！！徐克牛逼！！美军客观刻画易烊千玺很出彩有好莱坞式慢镜头特效有中国志愿军独特的打法结尾与长津湖开头前后呼应，大泪点！50亿稳了，60亿看大家了！,02-01,4.999999999995944,4.056310842770472e-12
Dream朝暮,5.0,成片四星，情感加一星。比前作好，风格统一，叙事完整，群像丰满。几乎全程都在哭~ 每一个牺牲的人物都象征了无数普通又伟大的志愿军战士，他们在关键时刻挺身而出。我看到他们的勇气、坚毅、信仰和饱含深情的爱——对战友、对亲人、对人民、对祖国… 永远铭记先辈们用鲜血和生命换来的和平！,07-18,4.99999999999441,5.590194973592588e-12
zkd??,5.0,新年的第一次哭泣给了千玺弟弟  文戏和感情戏不多但是很顺的串起了全剧  千里和平河最后的对手戏是第一个泪点  梅生开车冲下去是第二个泪点  万里最后接过旗子直接泪崩  全剧最后千里和万里的对手戏结束影院的人情绪都到顶点了  旁边小朋友和他的爸爸都开始偷偷抹眼泪  总体观感比第一部好很多  是很合格的贺岁片,02-01,4.999999999982935,1.7064571977698506e-11
光影人生,5.0,"战争场面开场就入戏，又爽又燃，志愿军和美军正面硬刚，轰炸机，坦克，榴弹炮，枪战应接不暇，炮火轰鸣的视觉和音效中，真实刺激，仿佛身临其境，十分震撼！当然重要的是，这部电影还是那么的感人好哭，让人的情绪拉的满满地！爱国情，战友情，兄弟情，父女情全都戳在泪点上，在影院一直哭的缓不过来劲。 他们在自己大好年华把该打的仗打完了，才有我们现在的太平盛世！勇敢无畏的七连YYDS, 志愿军YYDS！",02-01,4.999999999356854,6.431459809164153e-10
老王子,5.0,做为主旋律电影，能做到剧情无硬伤，无过度煽情，无强调我方机智，敌方傻逼已经说很难得了。真实而残酷，还原程度很高，希望世界没有战争，感谢祖国先烈为我们的和平作出的奉献，我爱我的祖国。,07-02,4.9999999410598885,5.894011145812783e-08
宇宙里的小尘埃,5.0,给每一个英雄致敬！必须五颗星！中国军人，真不容易！今天的幸福生活，都是他们用血肉换来的。一个战役，在历史书上只有简单一笔，但是有多少人命啊，青山处处埋忠骨,07-05,4.999999875853831,1.2414616890055186e-07
炮腾,5.0,泪崩两次，千里牺牲一次，报部队番号一次。相对于第一部优秀很多，毕竟第一部是塑造人物形象，让角色立体化。这就给第二部起了很大的加成作用。岁月仍未安好，吾辈当自强。,02-01,4.999999791939358,2.0806064160439064e-07
没啥可看的,5.0,看完夜场电影，一路散步走回宿舍内心久久不能平静，只记得那些血肉模糊的惨烈，一想到现实战争远比电影更夸张，就只想满星打给最可爱的志愿军们！！此致敬礼,02-02,4.999999760574297,2.394257032634073e-07
水木沐澄,5.0,“不是飞机大炮，不是导弹坦克，也不是核武器。而是一群能自由而幸福生活的人们，保卫他们的生活方式的决心。”刚好今天看到芬兰加入北约的新闻，找到了以前微信推文，说的是当年苏联和芬兰的战争，文中有一句话，觉得可以发出来,05-17,4.99999958418711,4.15812889897893e-07
MoCuishle,5.0,"比长津湖更沉重更好精彩。
大年初一和8岁的侄子一起去看，整个厅里好多小朋友，他们都看的很认真。我8岁的侄子已经能清楚知道抗美援朝打的是美国，后面的小女孩哭了好久。我想这就是意义，历史不能忘记。致敬伟大的志愿军烈士。",02-01,4.999994358096153,5.6419038472199645e-06
来包乐事吗丶,5.0,每一个牺牲的角色都让我泪洒当场…想象一下实际的战争应该远比拍出来的更残酷??文戏很少，没有大的毛病，总体四星半，为祝福新中国万岁满星！,02-01,4.999980255094757,1.974490524325745e-05
forcedemail.,5.0,易烊千玺饰演的万里的成长线真的很让人心疼，战争让一个少年迅速衰老三十岁…,02-01,4.999977279906573,2.2720093427075483e-05
芜下阿萌,5.0,心情难受压抑恐惧想，如果不是他们，可能就是我们这一代人去面对这些明知道近乎等于送死也要去，因为不去的话就等于失败失败了我们连送死的反击机会都不会有了如果是我面对就只有害怕但现在的我一直看的时候想着保护的都是自己的女儿所以感觉的不是恐惧与无奈而是懂得了面对战争那种有必须必须要保护的人却即使去死也未必保护周全的感觉,03-05,4.999972841545451,2.7158454549258693e-05
夜总会★金爷,5.0,这一部要比上部《长津湖》更加惨烈、更加好看！难以想象，当年的志愿军战士们看到自己付出巨大牺牲后炸掉的水门桥竟然被美军用空投桥梁的方式修好，该是何等的绝望啊！虽已过去了七十年，但志愿军精神永不磨灭！,02-01,4.999969040357605,3.095964239463456e-05
路人乙,5.0,和她一起看的第六十八部电影。时隔两年后一起走进老家电影院，电影承袭上一部的品质，并且更能体现徐克的风格，唯一遗憾的是在电影开始小吴没能在娃娃机里抓到一个娃娃。,02-21,4.999963544994298,3.6455005702151766e-05
不要熬夜,5.0,刚出来，本来想说这不还好，眼泪忍住了，结果最后还是没成功。报人数时从一连开始一个个数时其实都很清楚到七连时会发生什么但还是忍不住了…印象最深刻的还有那句“新中国万岁”，说完这句话后战士们奔向各自的战场，去迎接各自的结局…,02-01,4.999954058724565,4.594127543455784e-05
Cecilia,5.0,节奏很好，年纪大了爱看战争片了看了这部片子以后，不仅讨厌白莲花，还歧视男性娘炮，中国需要多一点硬汉看得我哭的要死易烊千玺演了这个角色后更喜欢他了牛逼牛逼,02-03,4.999951611414669,4.838858533062762e-05
老滕就是老滕,5.0,院。水门桥让我们看到了，抗美援朝时期我军战资物力真的实力悬殊，美军喝热咖啡驱寒，我军啃冰雪醒脑…落后就要挨打啊！七连全军只剩下一人，全部都是一个兵代表一支队伍去打，整一个大暴哭！伍千里说七连都是我哥，破防了！水门桥每个人都是主角。如今和平盛世，长日当空，真美好啊,02-01,4.999945691985019,5.430801498107485e-05
蓝天,5.0,志愿军战士永垂不朽！美帝打朝鲜战争时已经富了100多年，当时的工业全球第一，三次舍生忘死的炸桥，美帝最后用两天在日本赶制钢板空运到水门桥一铺就过桥了。能够取得胜利，靠的是英勇无畏的精神！72年过去，国人当自强，科技创新迎头赶上。,02-02,4.999945310262977,5.4689737022606266e-05
晴天有时下猪,5.0,比第一部好看，节奏明快，有镜头设计，有宏大叙事，也有泪点，似曾相识的规格感。,02-15,4.9998245733983175,0.00017542660168246016
Bead lotus,5.0,几乎是从头哭到尾，太惨烈，太悲壮了，那种不畏牺牲不惧生死的革命精神和战斗精神，放到国际关系风云诡谲的今天，依然是那么的重要！！！居安思危啊…………,06-04,4.999799503829625,0.00020049617037543044
